1.232924376502639774e+02 2.642253726897080046e+00 3.150956185763032380e+00
1.244206036799115651e+02 2.647731493925869817e+00 3.143286402166301841e+00
1.244726453793684868e+02 2.647731493925869817e+00 3.150956185763032380e+00
1.234498735289453180e+02 2.657547279996630873e+00 3.143286402166301841e+00
1.238757581272076607e+02 2.613459453495497353e+00 3.141264062663613466e+00
1.239015508614038197e+02 2.658214214515843832e+00 3.141486192549296508e+00
1.241675423025385925e+02 2.671021030186282008e+00 3.141264062663613466e+00
1.237458977200520849e+02 2.671021030186282008e+00 3.141486192549296508e+00
1.236364812369682369e+02 2.625722562266830540e+00 3.139611735974226381e+00
1.237920410766456882e+02 2.649825915534853582e+00 3.134030766242420718e+00
1.240837435432638074e+02 2.656667214764857121e+00 3.134030766242420718e+00
1.244030613997266812e+02 2.656667214764857121e+00 3.139611735974226381e+00
1.236555938319133787e+02 2.628114288877998028e+00 3.148832099228023207e+00
1.249976949072323151e+02 2.628114288877998028e+00 3.253503563032403623e+00
1.236454264460614922e+02 2.647862614869104014e+00 3.129737883466379156e+00
1.239931444477173557e+02 2.666521935288012735e+00 3.129737883466379156e+00
1.242025588492407877e+02 2.666521935288012735e+00 3.148832099228023207e+00
1.234897589268162648e+02 2.633689393670410883e+00 3.145556028941734805e+00
1.234520334284660095e+02 2.646470971532346006e+00 3.140508272243368371e+00
1.239365444582829952e+02 2.658725296119187398e+00 3.140508272243368371e+00
1.246835906851189151e+02 2.658725296119187398e+00 3.145556028941734805e+00
1.233035962419279912e+02 2.621789498663518181e+00 3.148689952504427403e+00
1.235869604557593249e+02 2.649206518442595915e+00 3.134080132094830606e+00
1.238533000529593124e+02 2.653097078632614902e+00 3.134080132094830606e+00
1.243503145874818046e+02 2.653097078632614902e+00 3.148689952504427403e+00
1.236908827626808431e+02 2.642518487631031920e+00 3.138541479147989754e+00
1.238530456051786501e+02 2.651998658020250144e+00 3.130291130746992945e+00
1.249346609071164522e+02 2.651998658020250144e+00 3.232061444763208335e+00
1.247293603112504172e+02 2.661265609459467552e+00 3.130291130746992945e+00
1.237507149914920319e+02 2.661265609459467552e+00 3.138541479147989754e+00
1.234965480592974671e+02 2.629587064610581226e+00 3.136179609978533733e+00
1.248612146985609144e+02 2.629587064610581226e+00 3.258939036546911083e+00
1.237220924652902596e+02 2.635310835173079624e+00 3.150182891092604631e+00
1.242861442004472821e+02 2.662147400637989936e+00 3.136179609978533733e+00
1.235941704057238155e+02 2.662147400637989936e+00 3.150182891092604631e+00
1.193973622282087916e+02 2.763058613850466472e+00 2.839357782142459818e+00
1.182567691690846488e+02 2.763058613850466472e+00 2.855129947681811053e+00
1.197439854055767370e+02 2.763058613850466472e+00 2.952680229932316713e+00
1.192243378956688957e+02 2.757762779457352043e+00 2.836740659912357909e+00
1.184291458931557770e+02 2.757762779457352043e+00 2.860805710553122161e+00
1.202362890004014275e+02 2.757762779457352043e+00 2.943594801496356439e+00
1.192006726740706313e+02 2.743263257131895116e+00 2.851066658471660631e+00
1.189276133036410243e+02 2.743263257131895116e+00 2.862862073358459547e+00
