1.203031102368269245e+02 2.743263257131895116e+00 2.961717608905214849e+00
1.188808217741719915e+02 2.759421709218144780e+00 2.847897397812613640e+00
1.189600311335997844e+02 2.759421709218144780e+00 2.858062111671854311e+00
1.198595896732208672e+02 2.759421709218144780e+00 2.957758752167250815e+00
1.190461948685980218e+02 2.748931075411403580e+00 2.839357782142460707e+00
1.189856830482146961e+02 2.748931075411403580e+00 2.858062111671854311e+00
1.202850566808414357e+02 2.748931075411403580e+00 2.961717608905215293e+00
1.191761897547427367e+02 2.749248251031707113e+00 2.836740659912357909e+00
1.183860720167711946e+02 2.749248251031707113e+00 2.855129947681811053e+00
1.198001586392264528e+02 2.749248251031707113e+00 2.957758752167250815e+00
1.192969018790918199e+02 2.750379883946224790e+00 2.851066658471658855e+00
1.188045309548889321e+02 2.750379883946224790e+00 2.860805710553122161e+00
1.197487020845772747e+02 2.750379883946224790e+00 2.952680229932316713e+00
1.189391339338196474e+02 2.746375580522501636e+00 2.847897397812614084e+00
1.187254626955548815e+02 2.746375580522501636e+00 2.862862073358459547e+00
1.202275011295708111e+02 2.746375580522501636e+00 2.943594801496356439e+00
1.234553478526052430e+02 2.635310835173079180e+00 3.129245055712563062e+00
1.237451895512918725e+02 2.651998658020250588e+00 3.143883729403998295e+00
1.240145815090764501e+02 2.658725296119187398e+00 3.129245055712563062e+00
1.246726815769580128e+02 2.658725296119187398e+00 3.143883729403998295e+00
1.234850741973564396e+02 2.629587064610581226e+00 3.141488533783439063e+00
1.248554160056164335e+02 2.629587064610581226e+00 3.255209397743681343e+00
1.233818618109284131e+02 2.646470971532346006e+00 3.139912339415660281e+00
1.240167609283777352e+02 2.653097078632614902e+00 3.139912339415660281e+00
1.243118249461499971e+02 2.653097078632614902e+00 3.141488533783439063e+00
1.236330549903385787e+02 2.633689393670410883e+00 3.139660842985184885e+00
1.235811954086563276e+02 2.649206518442595026e+00 3.135937599196998438e+00
1.237794869557708921e+02 2.661265609459467552e+00 3.135937599196998438e+00
1.247057010086619471e+02 2.661265609459467552e+00 3.139660842985184885e+00
1.235782824261406319e+02 2.621789498663518181e+00 3.161308067462965443e+00
1.237410586191351740e+02 2.642518487631031920e+00 3.141318192590655478e+00
1.235732843236213938e+02 2.662147400637989048e+00 3.141318192590655478e+00
1.240830659869587578e+02 2.662147400637989048e+00 3.161308067462965443e+00
1.235550782632814020e+02 2.627608985866024316e+00 3.129232937353282118e+00
1.240015617982141265e+02 2.645088268463954950e+00 3.120111811545983382e+00
1.241340744700963228e+02 2.667988444938387715e+00 3.120111811545983382e+00
1.239224253405921132e+02 2.667988444938387715e+00 3.129232937353282118e+00
1.240163435669404208e+02 2.622433601744798004e+00 3.137271049877283335e+00
1.236321248677868851e+02 2.656919104596751069e+00 3.128359040105046063e+00
1.237334071750698428e+02 2.675371161020633437e+00 3.128359040105046063e+00
1.242741060770864294e+02 2.675371161020633437e+00 3.137271049877283335e+00
1.236208893990952618e+02 2.618618698285254176e+00 3.140437193521639081e+00
1.238951413176330192e+02 2.642086665107901133e+00 3.129302153890760163e+00
1.241191641675204380e+02 2.642086665107901133e+00 3.140437193521639081e+00
1.238006069047131206e+02 2.646479116058566561e+00 3.129302153890760163e+00
1.242681857908531242e+02 2.628723376558262270e+00 3.147717903497806446e+00
1.249221578617744655e+02 2.628723376558262270e+00 3.251047660964229369e+00
1.241367753929225586e+02 2.647226714421493377e+00 3.132172740168496894e+00
1.235442381862983581e+02 2.671599030601399694e+00 3.132172740168496894e+00
1.239631899630079062e+02 2.671599030601399694e+00 3.147717903497806446e+00
1.194099953590564667e+02 2.741107642739726735e+00 2.846939893242792063e+00
1.190219769312293607e+02 2.741107642739726735e+00 2.861737246686570035e+00
1.201441473304608678e+02 2.741107642739726735e+00 2.961358011190402095e+00
1.191011216493314606e+02 2.754824133723081658e+00 2.846576124858945622e+00
1.183476671191844929e+02 2.754824133723081658e+00 2.861330538500219678e+00
1.201014921864818348e+02 2.754824133723081658e+00 2.937063044405606060e+00
1.193377815945246851e+02 2.758722075775678295e+00 2.835054832914596812e+00
1.185648970345872897e+02 2.758722075775678295e+00 2.855697651394285774e+00
1.200742806747081204e+02 2.758722075775678295e+00 2.954139247713963190e+00
1.185851463985128902e+02 2.747834433783299168e+00 2.854303198274950493e+00
1.190659487323494830e+02 2.747834433783299168e+00 2.857154594756566190e+00
1.198359636675145481e+02 2.747834433783299168e+00 2.961778980038558995e+00
1.189293831790539429e+02 2.734503457021378647e+00 2.846576124858945622e+00
1.188206604790579917e+02 2.734503457021378647e+00 2.861737246686570035e+00
1.203815662437907434e+02 2.734503457021378647e+00 2.961778980038558995e+00
1.190868202952481170e+02 2.748454071658922970e+00 2.855697651394285774e+00
1.185398286236441692e+02 2.748454071658922970e+00 2.861330538500219678e+00
1.201511398421159527e+02 2.748454071658922970e+00 2.961358011190402095e+00
1.188057614129338049e+02 2.752234997128265803e+00 2.835054832914596812e+00
1.186226088311111653e+02 2.752234997128265803e+00 2.854303198274949604e+00
1.200349855286703331e+02 2.752234997128265803e+00 2.937063044405606060e+00
1.193428969834976101e+02 2.749248862583042019e+00 2.846939893242792063e+00
1.186898791215387376e+02 2.749248862583042019e+00 2.857154594756566190e+00
1.201846687230391524e+02 2.749248862583042019e+00 2.954139247713964078e+00
1.232385664063864965e+02 2.627608985866023872e+00 3.156186550093299292e+00
1.242580516517204785e+02 2.642086665107902022e+00 3.143809334564927838e+00
1.242725754106389360e+02 2.642086665107902022e+00 3.156186550093299292e+00
1.231391680402037849e+02 2.656919104596751069e+00 3.143809334564927838e+00
1.240061207509903483e+02 2.622433601744798004e+00 3.139240466535730523e+00
1.239969183760112230e+02 2.646479116058566561e+00 3.134607206927929823e+00
1.236217352692973179e+02 2.671599030601399694e+00 3.134607206927929823e+00
1.241510585977177215e+02 2.671599030601399694e+00 3.139240466535730523e+00
1.235829781244954262e+02 2.618618698285253732e+00 3.152159380195130201e+00
1.238284424284618410e+02 2.647226714421493377e+00 3.129671271292296275e+00
1.240994176762203551e+02 2.667988444938389936e+00 3.129671271292296275e+00
1.241073787939230897e+02 2.667988444938389936e+00 3.152159380195130201e+00
1.241327107660116553e+02 2.628723376558261826e+00 3.144912977287073641e+00
1.248392884633692148e+02 2.628723376558261826e+00 3.257628087382947069e+00
1.240531101154535065e+02 2.645088268463954950e+00 3.136360205276371271e+00
1.238340688526642595e+02 2.675371161020633437e+00 3.136360205276371271e+00
1.242106480829069284e+02 2.675371161020633437e+00 3.144912977287073641e+00
1.240524069551394462e+02 2.613459453495497353e+00 3.148771059413846274e+00
1.238791740361329232e+02 2.657547279996631762e+00 3.127742852648353722e+00
1.238202073461661854e+02 2.666521935288012735e+00 3.127742852648353722e+00
1.238591564757177252e+02 2.666521935288012735e+00 3.148771059413846274e+00
1.236596467089771352e+02 2.625722562266830540e+00 3.144798456128208741e+00
1.243854467782899604e+02 2.647731493925869373e+00 3.128597984015801359e+00
1.241952854267032649e+02 2.647731493925869373e+00 3.144798456128208741e+00
1.235838825701070220e+02 2.658214214515845164e+00 3.128597984015801359e+00
1.238181927121690507e+02 2.628114288877999805e+00 3.144317933179364033e+00
1.249833946947468775e+02 2.628114288877999805e+00 3.258985521015558717e+00
1.239894896438424183e+02 2.649825915534852694e+00 3.137311769489734115e+00
1.236848107026040680e+02 2.671021030186282008e+00 3.137311769489734115e+00
1.241829687289939841e+02 2.671021030186282008e+00 3.144317933179364033e+00
1.233876402382086752e+02 2.642253726897080934e+00 3.138116644304643543e+00
1.236056946304853881e+02 2.647862614869104014e+00 3.136790868703160040e+00
1.240641463587879656e+02 2.656667214764855789e+00 3.136790868703160040e+00
1.245554823297417215e+02 2.656667214764855789e+00 3.138116644304643543e+00
1.186631177766309264e+02 2.767534053243329684e+00 2.850614697058688751e+00
1.187313446334911475e+02 2.767534053243329684e+00 2.853224243641516722e+00
1.199231024165947730e+02 2.767534053243329684e+00 2.941225155730819552e+00
1.190176935823738233e+02 2.758616819815975507e+00 2.846933166189833386e+00
1.184707404684189527e+02 2.758616819815975507e+00 2.859815492912328505e+00
1.201585867805387409e+02 2.758616819815975507e+00 2.933946619693863944e+00
1.190024374591288705e+02 2.747363188754348595e+00 2.853482409385766250e+00
1.186173037964885140e+02 2.747363188754348595e+00 2.864707754954193941e+00
1.201780997579965060e+02 2.747363188754348595e+00 2.951768178755949545e+00
1.191902897537301840e+02 2.748397425243128023e+00 2.846575202388987869e+00
1.190025494131888593e+02 2.748397425243128023e+00 2.851149687300275737e+00
1.197818154591452924e+02 2.748397425243128023e+00 2.955975122625114970e+00
1.188302857036162976e+02 2.755438743102404331e+00 2.853482409385766250e+00
1.184679106992650333e+02 2.755438743102404331e+00 2.859815492912328505e+00
1.202412109557804172e+02 2.755438743102404331e+00 2.941225155730819552e+00
1.191389407841419370e+02 2.754485570096081748e+00 2.846575202388987869e+00
1.185123279626505450e+02 2.754485570096081748e+00 2.864707754954194385e+00
1.201994074988369761e+02 2.754485570096081748e+00 2.933946619693863944e+00
1.188251882156449568e+02 2.758601662484809758e+00 2.851149687300275737e+00
1.187786756165743896e+02 2.758601662484809758e+00 2.853224243641516722e+00
1.201395545065851422e+02 2.758601662484809758e+00 2.951768178755949545e+00
1.189508702573330936e+02 2.751806423064286911e+00 2.846933166189833386e+00
1.185134556898125737e+02 2.751806423064286911e+00 2.850614697058688307e+00
1.201239673229897988e+02 2.751806423064286911e+00 2.955975122625113194e+00
